abbr_last,상권업종대분류코드,상권업종대분류명,상가업소번호,상호명,지점명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도,abbr
갈현로17길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,1,0,0,2,2,2
갈현로17나길,D,소매,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,3,5,5,5,0,0,0,5,5,5
갈현로19길,D,소매,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,5,5,5,0,3,0,5,5,5
갈현로1길,D,소매,16,16,3,16,16,16,16,15,15,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,6,16,3,16,16,16,2,12,0,16,16,16
갈현로23길,D,소매,13,13,3,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,6,13,4,13,13,13,2,6,0,13,13,13
갈현로25길,D,소매,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,5,0,1,0,5,5,5
갈현로27길,D,소매,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,1,3,3,3,1,1,0,3,3,3
갈현로29길,D,소매,16,16,5,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,16,16,16,16,4,16,7,16,16,16,4,4,0,16,16,16
갈현로2길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
갈현로31길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,1,0,2,2,2
갈현로33가길,D,소매,4,4,0,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,2,0,0,4,4,4
갈현로33길,D,소매,19,19,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,17,19,19,19,19,4,19,3,19,19,19,3,8,0,19,19,19
갈현로36길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
갈현로37가길,D,소매,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,0,3,3,3,0,0,0,3,3,3
갈현로37길,D,소매,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,5,5,5,1,1,0,5,5,5
갈현로3가길,D,소매,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
갈현로3길,D,소매,8,8,1,8,8,8,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,3,8,2,8,8,8,3,1,0,8,8,8
갈현로3나길,D,소매,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,0,6,5,6,6,6,5,3,0,6,6,6
갈현로3다길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
갈현로41가길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,2,0,0,3,3,3
갈현로41길,D,소매,12,12,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,12,1,12,12,12,4,3,0,12,12,12
갈현로41나길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1
갈현로43길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
갈현로45길,D,소매,8,8,1,8,8,8,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,8,4,8,8,8,2,3,0,8,8,8
갈현로45나길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
갈현로47가길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,2,2,2
갈현로47길,D,소매,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3
갈현로4길,D,소매,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,3,6,6,6,0,5,0,6,6,6
갈현로5길,D,소매,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,2,3,0,5,5,5
갈현로7길,D,소매,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,0,6,4,6,6,6,2,1,0,6,6,6
갈현로9길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
감이남로,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
강남대로,D,소매,431,431,96,431,431,431,431,413,413,431,431,431,431,431,431,431,431,431,431,431,431,247,431,431,431,431,30,431,407,431,431,431,34,275,0,431,431,431
강남대로100길,D,소매,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
강남대로101길,D,소매,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,2,5,5,5,0,3,0,5,5,5
강남대로101안길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
강남대로102길,D,소매,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,0,3,0,3,3,3
강남대로105길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
강남대로106길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
강남대로107길,D,소매,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,8,9,9,9,0,9,0,9,9,9
강남대로109길,D,소매,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,0,1,0,3,3,3
강남대로10길,D,소매,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,8,1,8,8,8,0,3,0,8,8,8
강남대로110길,D,소매,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,1,0,2,2,2
강남대로112길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,0,2,0,3,3,3
강남대로114길,D,소매,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,1,3,3,3,0,2,0,3,3,3
강남대로116길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,3,3,3,0,2,0,3,3,3
강남대로118길,D,소매,24,24,2,24,24,24,24,19,19,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0,24,3,24,24,24,0,21,0,24,24,24
강남대로120길,D,소매,9,9,1,9,9,9,9,7,7,9,9,9,9,9,9,9,9,9,9,9,9,5,9,9,9,9,0,9,0,9,9,9,0,6,0,9,9,9
강남대로122길,D,소매,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,1,6,3,6,6,6,0,3,0,6,6,6
강남대로124길,D,소매,15,15,2,15,15,15,15,13,13,15,15,15,15,15,15,15,15,15,15,15,15,12,15,15,15,15,1,15,3,15,15,15,0,8,0,15,15,15
강남대로126길,D,소매,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,2,12,12,12,0,8,0,12,12,12
강남대로128길,D,소매,16,16,4,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,16,16,16,16,0,16,6,16,16,16,0,10,0,16,16,16
강남대로12길,D,소매,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,5,3,5,5,5,0,4,0,5,5,5
강남대로132길,D,소매,18,18,4,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,14,18,18,18,18,0,18,11,18,18,18,1,11,0,18,18,18
강남대로136길,D,소매,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
강남대로146길,D,소매,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,14,19,19,19,19,1,19,8,19,19,19,4,10,0,19,19,19
강남대로150길,D,소매,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
강남대로152길,D,소매,13,13,4,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,13,2,13,13,13,0,7,0,13,13,13
강남대로154길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,0,0,2,2,2
강남대로156길,D,소매,20,20,1,20,20,20,20,19,19,20,20,20,20,20,20,20,20,20,20,20,20,19,20,20,20,20,1,20,12,20,20,20,0,18,0,20,20,20
강남대로158길,D,소매,6,6,1,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,0,6,0,6,6,6,1,3,0,6,6,6
강남대로160길,D,소매,10,10,1,10,10,10,10,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,0,10,10,10,0,6,0,10,10,10
강남대로162길,D,소매,18,18,3,18,18,18,18,17,17,18,18,18,18,18,18,18,18,18,18,18,18,17,18,18,18,18,8,18,2,18,18,18,1,13,0,18,18,18
강남대로16길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,0,0,0,3,3,3
강남대로18길,D,소매,17,17,2,17,17,17,17,16,16,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,11,17,4,17,17,17,0,12,0,17,17,17
강남대로23길,D,소매,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,0,5,0,5,5,5,0,3,0,5,5,5
강남대로25길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,1,0,2,2,2
강남대로27길,D,소매,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,0,3,0,4,4,4
강남대로2길,D,소매,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,1,4,4,4,0,3,0,4,4,4
강남대로30길,D,소매,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,1,9,3,9,9,9,0,7,0,9,9,9
강남대로34길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,0,1,0,3,3,3
강남대로37길,D,소매,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,10,10,10,10,10,0,8,0,10,10,10
강남대로39길,D,소매,16,16,4,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,11,16,16,16,16,12,16,14,16,16,16,2,5,0,16,16,16
강남대로41길,D,소매,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,0,0,2,2,2
강남대로42길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,1,2,0,3,3,3
강남대로43길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
강남대로44길,D,소매,7,7,0,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,5,7,7,7,2,4,0,7,7,7
강남대로45길,D,소매,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,3,5,5,5,0,4,0,5,5,5
강남대로47길,D,소매,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,0,4,3,4,4,4,0,4,0,4,4,4
강남대로48길,D,소매,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
강남대로49길,D,소매,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,2,2,2,2,2,0,1,0,2,2,2
강남대로4길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
강남대로51길,D,소매,32,32,0,32,32,32,32,31,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,32,32,32,32,32,27,30,0,32,32,32
강남대로53길,D,소매,11,11,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7,11,11,11,11,0,11,11,11,11,11,3,8,0,11,11,11
강남대로54길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,1,1,0,2,2,2
강남대로55길,D,소매,3,3,1,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,1,1,0,3,3,3
강남대로58길,D,소매,11,11,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,11,8,11,11,11,2,7,0,11,11,11
강남대로61길,D,소매,18,18,3,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,18,18,18,18,0,18,16,18,18,18,1,8,0,18,18,18
강남대로62길,D,소매,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,0,9,3,9,9,9,0,5,0,9,9,9
강남대로65길,D,소매,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,0,4,4,4,4,4,0,2,0,4,4,4
강남대로66길,D,소매,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,2,6,6,6,0,5,0,6,6,6
강남대로69길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,0,2,0,2,2,2
강남대로6길,D,소매,15,15,3,15,15,15,15,14,14,15,15,15,15,15,15,15,15,15,15,15,15,10,15,15,15,15,10,15,6,15,15,15,1,8,0,15,15,15
강남대로78길,D,소매,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,0,5,1,5,5,5,2,3,0,5,5,5
강남대로79길,D,소매,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,0,5,3,5,5,5,0,4,0,5,5,5
강남대로83길,D,소매,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,2,7,2,7,7,7,1,6,0,7,7,7
강남대로84길,D,소매,26,26,5,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,3,26,19,26,26,26,2,11,0,26,26,26
강남대로85길,D,소매,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,0,1,0,2,2,2
강남대로89길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
강남대로8길,D,소매,15,15,2,15,15,15,15,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,15,9,15,15,15,0,8,0,15,15,15
강남대로91길,D,소매,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,3,5,5,5,0,2,0,5,5,5
강남대로92길,D,소매,10,10,1,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10,0,10,0,10,10,10
강남대로93길,D,소매,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,1,6,6,6,0,1,0,6,6,6
강남대로94길,D,소매,11,11,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,11,11,11,11,1,11,1,11,11,11,0,9,0,11,11,11
강남대로95길,D,소매,16,16,3,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,5,16,10,16,16,16,0,9,0,16,16,16
강남대로96길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,1,0,2,2,2
강남대로97길,D,소매,11,11,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,11,10,11,11,11,0,6,0,11,11,11
강남대로98길,D,소매,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,0,2,0,2,2,2
강남대로99길,D,소매,5,5,1,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,4,0,5,5,5
강남초등8길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
강남초등길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1
강동대로,D,소매,10,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,8,10,10,10,0,6,0,10,10,10
강동대로51길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,0,2,0,2,2,2
강동대로53길,D,소매,16,16,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,16,16,16,16,0,16,9,16,16,16,1,11,0,16,16,16
강동대로55길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,1,3,3,3,0,2,0,3,3,3
강동대로5길,D,소매,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
강동대로7길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
강동대로9길,D,소매,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,0,4,0,4,4,4
강변북로,D,소매,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,0,6,6,6,6,6,0,6,0,6,6,6
강변역로,D,소매,12,12,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,1,12,12,12,12,12,0,7,0,12,12,12
강변역로4길,D,소매,20,20,6,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,17,20,20,20,20,0,20,20,20,20,20,2,15,0,20,20,20
강서로,D,소매,269,269,67,269,269,269,269,262,262,269,269,269,269,269,269,269,269,269,269,269,269,226,269,269,269,269,40,269,212,269,269,269,34,169,0,269,269,269
강서로10길,D,소매,10,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,5,10,10,10,1,6,0,10,10,10
강서로12길,D,소매,31,31,0,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,31,4,31,31,31,3,13,0,31,31,31
강서로15길,D,소매,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,3,4,4,4,2,2,0,4,4,4
강서로16길,D,소매,17,17,3,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,17,4,17,17,17,0,10,0,17,17,17
강서로17가길,D,소매,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,2,1,0,6,6,6
강서로17길,D,소매,20,20,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,9,20,20,20,2,17,0,20,20,20
강서로17나길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,0,1,0,2,2,2
강서로17다길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
강서로18길,D,소매,27,27,3,27,27,27,27,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,17,27,9,27,27,27,3,16,0,27,27,27
강서로18다길,D,소매,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,0,2,0,2,2,2
강서로18라길,D,소매,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,0,2,0,3,3,3
강서로18마길,D,소매,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
강서로18바길,D,소매,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,3,3,3,1,2,0,3,3,3
강서로18아길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
강서로20길,D,소매,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
강서로26길,D,소매,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,2,1,0,5,5,5
강서로27길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,1,0,2,2,2
강서로29길,D,소매,13,13,1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,13,7,13,13,13,1,6,0,13,13,13
강서로31길,D,소매,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,1,1,0,3,3,3
강서로33가길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,0,0,2,2,2
강서로33길,D,소매,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,0,5,2,5,5,5,1,1,0,5,5,5
강서로34길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1
강서로35길,D,소매,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,0,3,0,5,5,5
강서로39길,D,소매,12,12,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,12,12,12,12,0,12,6,12,12,12,3,3,0,12,12,12
강서로41길,D,소매,4,4,0,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,3,4,4,4,1,0,0,4,4,4
강서로45가길,D,소매,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,2,5,5,5,2,2,0,5,5,5
강서로45길,D,소매,41,41,7,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,34,41,41,41,41,12,41,28,41,41,41,2,17,0,41,41,41
강서로45나길,D,소매,18,18,1,18,18,18,18,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1,18,11,18,18,18,4,13,0,18,18,18
강서로45다길,D,소매,12,12,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,12,12,12,12,7,12,9,12,12,12,3,2,0,12,12,12
강서로45라길,D,소매,8,8,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,0,8,3,8,8,8,0,4,0,8,8,8
강서로46길,D,소매,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,1,0,2,2,2
강서로47가길,D,소매,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,5,6,6,6,2,4,0,6,6,6
강서로47길,D,소매,35,35,5,35,35,35,35,33,33,35,35,35,35,35,35,35,35,35,35,35,35,25,35,35,35,35,1,35,30,35,35,35,9,26,0,35,35,35
강서로47나길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
